customer_key,customer_id,first_name,last_name,email,address,address2,district,city,country,postal_code,phone,active,create_date,start_date,end_date
277,277,Olga,Jimenez,olga.jimenez@sakilacustomer.org,556 Baybay Manor,"",Oyo & Osun,Ogbomosho,Nigeria,55802,363982224739,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
278,278,Billie,Horton,billie.horton@sakilacustomer.org,457 Tongliao Loop,"",Bursa,Inegl,Turkey,56254,880756161823,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
279,279,Dianne,Shelton,dianne.shelton@sakilacustomer.org,600 Bradford Street,"",East Azerbaidzan,Tabriz,Iran,96204,117592274996,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
280,280,Tracey,Barrett,tracey.barrett@sakilacustomer.org,1006 Santa Brbara dOeste Manor,"",Ondo & Ekiti,Owo,Nigeria,36229,85059738746,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
281,281,Leona,Obrien,leona.obrien@sakilacustomer.org,1308 Sumy Loop,"",Fujian,Fuzhou,China,30657,583021225407,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
282,282,Jenny,Castro,jenny.castro@sakilacustomer.org,1405 Chisinau Place,"",Ponce,Ponce,Puerto Rico,8160,62781725285,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
284,284,Sonia,Gregory,sonia.gregory@sakilacustomer.org,1279 Udine Parkway,"",Edo & Delta,Benin City,Nigeria,75860,195003555232,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
285,285,Miriam,Mckinney,miriam.mckinney@sakilacustomer.org,1336 Benin City Drive,"",Shiga,Otsu,Japan,46044,341242939532,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
286,286,Velma,Lucas,velma.lucas@sakilacustomer.org,1155 Liaocheng Place,"",Oyo & Osun,Effon-Alaiye,Nigeria,22650,558236142492,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
287,287,Becky,Miles,becky.miles@sakilacustomer.org,1993 Tabuk Lane,"",Tamil Nadu,Tambaram,India,64221,648482415405,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
288,288,Bobbie,Craig,bobbie.craig@sakilacustomer.org,86 Higashiosaka Lane,"",Guanajuato,Valle de Santiago,Mexico,33768,957128697225,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
289,289,Violet,Rodriquez,violet.rodriquez@sakilacustomer.org,1912 Allende Manor,"",Kowloon and New Kowl,Kowloon and New Kowloon,Hong Kong,58124,172262454487,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
290,290,Kristina,Chambers,kristina.chambers@sakilacustomer.org,544 Tarsus Boulevard,"",Gurico,Valle de la Pascua,Venezuela,53145,892523334,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
291,291,Toni,Holt,toni.holt@sakilacustomer.org,1936 Cuman Avenue,"",Virginia,Roanoke,United States,61195,976798660411,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
292,292,Misty,Lambert,misty.lambert@sakilacustomer.org,1192 Tongliao Street,"",Sharja,Sharja,United Arab Emirates,19065,350970907017,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
293,293,Mae,Fletcher,mae.fletcher@sakilacustomer.org,44 Najafabad Way,"",Baskimaa,Donostia-San Sebastin,Spain,61391,96604821070,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
294,294,Shelly,Watts,shelly.watts@sakilacustomer.org,32 Pudukkottai Lane,"",Ohio,Dayton,United States,38834,967274728547,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
295,295,Daisy,Bates,daisy.bates@sakilacustomer.org,661 Chisinau Lane,"",Pietari,Kolpino,Russian Federation,8856,816436065431,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
296,296,Ramona,Hale,ramona.hale@sakilacustomer.org,951 Stara Zagora Manor,"",Punjab,Patiala,India,98573,429925609431,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
297,297,Sherri,Rhodes,sherri.rhodes@sakilacustomer.org,922 Vila Velha Loop,"",Maharashtra,Ahmadnagar,India,4085,510737228015,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
298,298,Erika,Pena,erika.pena@sakilacustomer.org,898 Jining Lane,"",Pohjois-Pohjanmaa,Oulu,Finland,40070,161643343536,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
299,299,James,Gannon,james.gannon@sakilacustomer.org,1635 Kuwana Boulevard,"",Hiroshima,Hiroshima,Japan,52137,710603868323,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
300,300,John,Farnsworth,john.farnsworth@sakilacustomer.org,41 El Alto Parkway,"",Maharashtra,Parbhani,India,56883,51917807050,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
301,301,Robert,Baughman,robert.baughman@sakilacustomer.org,1883 Maikop Lane,"",Kaliningrad,Kaliningrad,Russian Federation,68469,96110042435,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
302,302,Michael,Silverman,michael.silverman@sakilacustomer.org,1908 Gaziantep Place,"",Liaoning,Tiefa,China,58979,108053751300,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
303,303,William,Satterfield,william.satterfield@sakilacustomer.org,687 Alessandria Parkway,"",Sanaa,Sanaa,Yemen,57587,407218522294,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
304,304,David,Royal,david.royal@sakilacustomer.org,827 Yuncheng Drive,"",Callao,Callao,Peru,79047,504434452842,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
305,305,Richard,Mccrary,richard.mccrary@sakilacustomer.org,913 Coacalco de Berriozbal Loop,"",Texas,Arlington,United States,42141,262088367001,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
306,306,Charles,Kowalski,charles.kowalski@sakilacustomer.org,715 So Bernardo do Campo Lane,"",Kedah,Sungai Petani,Malaysia,84804,181179321332,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
307,307,Joseph,Joy,joseph.joy@sakilacustomer.org,1354 Siegen Street,"",Rio de Janeiro,Angra dos Reis,Brazil,80184,573441801529,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
308,308,Thomas,Grigsby,thomas.grigsby@sakilacustomer.org,1191 Sungai Petani Boulevard,"",Missouri,Kansas City,United States,9668,983259819766,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
309,309,Christopher,Greco,christopher.greco@sakilacustomer.org,1224 Huejutla de Reyes Boulevard,"",Lombardia,Brescia,Italy,70923,806016930576,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
310,310,Daniel,Cabral,daniel.cabral@sakilacustomer.org,543 Bergamo Avenue,"",Minas Gerais,Ibirit,Brazil,59686,103602195112,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
311,311,Paul,Trout,paul.trout@sakilacustomer.org,746 Joliet Lane,"",Kursk,Kursk,Russian Federation,94878,688485191923,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
312,312,Mark,Rinehart,mark.rinehart@sakilacustomer.org,780 Kimberley Way,"",Tabuk,Tabuk,Saudi Arabia,17032,824396883951,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
313,313,Donald,Mahon,donald.mahon@sakilacustomer.org,1774 Yaound Place,"",Hubei,Ezhou,China,91400,613124286867,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
314,314,George,Linton,george.linton@sakilacustomer.org,1957 Yantai Lane,"",So Paulo,Sorocaba,Brazil,59255,704948322302,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
315,315,Kenneth,Gooden,kenneth.gooden@sakilacustomer.org,1542 Lubumbashi Boulevard,"",Tel Aviv,Bat Yam,Israel,62472,508800331065,0,2006-02-14 00:00:00,2023-08-16,2023-08-16
316,316,Steven,Curley,steven.curley@sakilacustomer.org,651 Pathankot Loop,"",Maharashtra,Miraj,India,59811,139378397418,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
317,317,Edward,Baugh,edward.baugh@sakilacustomer.org,1359 Zhoushan Parkway,"",Streymoyar,Trshavn,Faroe Islands,29763,46568045367,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
318,318,Brian,Wyman,brian.wyman@sakilacustomer.org,1769 Iwaki Lane,"",Kujawsko-Pomorskie,Bydgoszcz,Poland,25787,556100547674,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
319,319,Ronald,Weiner,ronald.weiner@sakilacustomer.org,1145 Vilnius Manor,"",Mxico,San Felipe del Progreso,Mexico,73170,674805712553,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
320,320,Anthony,Schwab,anthony.schwab@sakilacustomer.org,1892 Nabereznyje Telny Lane,"",Tutuila,Tafuna,American Samoa,28396,478229987054,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
321,321,Kevin,Schuler,kevin.schuler@sakilacustomer.org,470 Boksburg Street,"",Central,Birgunj,Nepal,97960,908029859266,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
322,322,Jason,Morrissey,jason.morrissey@sakilacustomer.org,1427 A Corua (La Corua) Place,"",Buenos Aires,Baha Blanca,Argentina,85799,972574862516,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
323,323,Matthew,Mahan,matthew.mahan@sakilacustomer.org,479 San Felipe del Progreso Avenue,"",Morelos,Cuautla,Mexico,54949,869051782691,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
324,324,Gary,Coy,gary.coy@sakilacustomer.org,867 Benin City Avenue,"",Henan,Yuzhou,China,78543,168884817145,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
325,325,Timothy,Bunn,timothy.bunn@sakilacustomer.org,981 Kumbakonam Place,"",Distrito Federal,Braslia,Brazil,87611,829116184079,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
326,326,Jose,Andrew,jose.andrew@sakilacustomer.org,1016 Iwakuni Street,"",St George,Kingstown,Saint Vincent and the Grenadines,49833,961370847344,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
327,327,Larry,Thrasher,larry.thrasher@sakilacustomer.org,663 Baha Blanca Parkway,"",Adana,Adana,Turkey,33463,834418779292,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
328,328,Jeffrey,Spear,jeffrey.spear@sakilacustomer.org,1860 Taguig Loop,"",West Java,Ciparay,Indonesia,59550,38158430589,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
329,329,Frank,Waggoner,frank.waggoner@sakilacustomer.org,1816 Bydgoszcz Loop,"",Dhaka,Jamalpur,Bangladesh,64308,965273813662,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
330,330,Scott,Shelley,scott.shelley@sakilacustomer.org,587 Benguela Manor,"",Illinois,Aurora,United States,91590,165450987037,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
331,331,Eric,Robert,eric.robert@sakilacustomer.org,430 Kumbakonam Drive,"",Santa F,Santa F,Argentina,28814,105470691550,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
332,332,Stephen,Qualls,stephen.qualls@sakilacustomer.org,1838 Tabriz Lane,"",Dhaka,Dhaka,Bangladesh,1195,38988715447,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
333,333,Andrew,Purdy,andrew.purdy@sakilacustomer.org,431 Szkesfehrvr Avenue,"",Baki,Baku,Azerbaijan,57828,119501405123,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
334,334,Raymond,Mcwhorter,raymond.mcwhorter@sakilacustomer.org,503 Sogamoso Loop,"",Sumqayit,Sumqayit,Azerbaijan,49812,834626715837,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
335,335,Gregory,Mauldin,gregory.mauldin@sakilacustomer.org,507 Smolensk Loop,"",Sousse,Sousse,Tunisia,22971,80303246192,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
336,336,Joshua,Mark,joshua.mark@sakilacustomer.org,1920 Weifang Avenue,"",Uttar Pradesh,Rampur,India,15643,869507847714,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
337,337,Jerry,Jordon,jerry.jordon@sakilacustomer.org,124 al-Manama Way,"",Hiroshima,Onomichi,Japan,52368,647899404952,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
338,338,Dennis,Gilman,dennis.gilman@sakilacustomer.org,1443 Mardan Street,"",Western Cape,Paarl,South Africa,31483,231383037471,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
339,339,Walter,Perryman,walter.perryman@sakilacustomer.org,1909 Benguela Lane,"",Henan,Xinxiang,China,19913,624138001031,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
340,340,Patrick,Newsom,patrick.newsom@sakilacustomer.org,68 Ponce Parkway,"",Hanoi,Hanoi,Vietnam,85926,870635127812,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
341,341,Peter,Menard,peter.menard@sakilacustomer.org,1217 Konotop Avenue,"",Gelderland,Ede,Netherlands,504,718917251754,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
342,342,Harold,Martino,harold.martino@sakilacustomer.org,1293 Nam Dinh Way,"",Roraima,Boa Vista,Brazil,71583,697656479977,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
343,343,Douglas,Graf,douglas.graf@sakilacustomer.org,785 Vaduz Street,"",Baja California,Mexicali,Mexico,36170,895616862749,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
344,344,Henry,Billingsley,henry.billingsley@sakilacustomer.org,1516 Escobar Drive,"",Tongatapu,Nukualofa,Tonga,46069,64536069371,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
345,345,Carl,Artis,carl.artis@sakilacustomer.org,1628 Nagareyama Lane,"",Central,San Lorenzo,Paraguay,60079,20064292617,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
346,346,Arthur,Simpkins,arthur.simpkins@sakilacustomer.org,1157 Nyeri Loop,"",Adygea,Maikop,Russian Federation,56380,262744791493,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
347,347,Ryan,Salisbury,ryan.salisbury@sakilacustomer.org,1673 Tangail Drive,"",Daugavpils,Daugavpils,Latvia,26857,627924259271,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
348,348,Roger,Quintanilla,roger.quintanilla@sakilacustomer.org,381 Kabul Way,"",Taipei,Hsichuh,Taiwan,87272,55477302294,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
349,349,Joe,Gilliland,joe.gilliland@sakilacustomer.org,953 Hodeida Street,"",Southern Tagalog,Imus,Philippines,18841,53912826864,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
350,350,Juan,Fraley,juan.fraley@sakilacustomer.org,469 Nakhon Sawan Street,"",Tuvassia,Teboksary,Russian Federation,58866,689199636560,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
351,351,Jack,Foust,jack.foust@sakilacustomer.org,1378 Beira Loop,"",Krasnojarsk,Zeleznogorsk,Russian Federation,40792,840957664136,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
352,352,Albert,Crouse,albert.crouse@sakilacustomer.org,1641 Changhwa Place,"",Nord-Ouest,Bamenda,Cameroon,37636,256546485220,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
353,353,Jonathan,Scarborough,jonathan.scarborough@sakilacustomer.org,1698 Southport Loop,"",Hidalgo,Pachuca de Soto,Mexico,49009,754358349853,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
354,354,Justin,Ngo,justin.ngo@sakilacustomer.org,519 Nyeri Manor,"",So Paulo,Santo Andr,Brazil,37650,764680915323,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
355,355,Terry,Grissom,terry.grissom@sakilacustomer.org,619 Hunuco Avenue,"",Shimane,Matsue,Japan,81508,142596392389,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
356,356,Gerald,Fultz,gerald.fultz@sakilacustomer.org,45 Aparecida de Goinia Place,"",Madhya Pradesh,Satna,India,7431,650496654258,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
357,357,Keith,Rico,keith.rico@sakilacustomer.org,482 Kowloon and New Kowloon Manor,"",Bratislava,Bratislava,Slovakia,97056,738968474939,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
358,358,Samuel,Marlow,samuel.marlow@sakilacustomer.org,604 Bern Place,"",Jharkhand,Ranchi,India,5373,620719383725,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
359,359,Willie,Markham,willie.markham@sakilacustomer.org,1623 Kingstown Drive,"",Buenos Aires,Almirante Brown,Argentina,91299,296394569728,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
360,360,Ralph,Madrigal,ralph.madrigal@sakilacustomer.org,1009 Zanzibar Lane,"",Arecibo,Arecibo,Puerto Rico,64875,102396298916,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
361,361,Lawrence,Lawton,lawrence.lawton@sakilacustomer.org,114 Jalib al-Shuyukh Manor,"",Centre,Yaound,Cameroon,60440,845378657301,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
362,362,Nicholas,Barfield,nicholas.barfield@sakilacustomer.org,1163 London Parkway,"",Par,Belm,Brazil,6066,675120358494,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
363,363,Roy,Whiting,roy.whiting@sakilacustomer.org,1658 Jastrzebie-Zdrj Loop,"",Central,Nyeri,Kenya,96584,568367775448,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
364,364,Benjamin,Varney,benjamin.varney@sakilacustomer.org,817 Laredo Avenue,"",Jalisco,Guadalajara,Mexico,77449,151249681135,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
365,365,Bruce,Schwarz,bruce.schwarz@sakilacustomer.org,1565 Tangail Manor,"",Okinawa,Okinawa,Japan,45750,634445428822,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
366,366,Brandon,Huey,brandon.huey@sakilacustomer.org,1912 Emeishan Drive,"",Balikesir,Balikesir,Turkey,33050,99883471275,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
367,367,Adam,Gooch,adam.gooch@sakilacustomer.org,230 Urawa Drive,"",Andhra Pradesh,Adoni,India,2738,166898395731,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
368,368,Harry,Arce,harry.arce@sakilacustomer.org,1922 Miraj Way,"",Esfahan,Najafabad,Iran,13203,320471479776,0,2006-02-14 00:00:00,2023-08-16,2023-08-16
369,369,Fred,Wheat,fred.wheat@sakilacustomer.org,433 Florencia Street,"",Chihuahua,Jurez,Mexico,91330,561729882725,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
370,370,Wayne,Truong,wayne.truong@sakilacustomer.org,1049 Matamoros Parkway,"",Karnataka,Gulbarga,India,69640,960505250340,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
371,371,Billy,Poulin,billy.poulin@sakilacustomer.org,1061 Ede Avenue,"",Southern Tagalog,Cabuyao,Philippines,57810,333390595558,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
372,372,Steve,Mackenzie,steve.mackenzie@sakilacustomer.org,154 Oshawa Manor,"",East Java,Probolinggo,Indonesia,72771,440365973660,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
373,373,Louis,Leone,louis.leone@sakilacustomer.org,1191 Tandil Drive,"",Southern Tagalog,Tanauan,Philippines,6362,45554316010,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
374,374,Jeremy,Hurtado,jeremy.hurtado@sakilacustomer.org,1133 Rizhao Avenue,"",Pernambuco,Vitria de Santo Anto,Brazil,2800,600264533987,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
375,375,Aaron,Selby,aaron.selby@sakilacustomer.org,1519 Santiago de los Caballeros Loop,"",East Kasai,Mwene-Ditu,"Congo, The Democratic Republic of the",22025,409315295763,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
376,376,Randy,Gaither,randy.gaither@sakilacustomer.org,1618 Olomouc Manor,"",Kurgan,Kurgan,Russian Federation,26385,96846695220,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
377,377,Howard,Fortner,howard.fortner@sakilacustomer.org,220 Hidalgo Drive,"",Kermanshah,Kermanshah,Iran,45298,342720754566,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
472,472,Greg,Robins,greg.robins@sakilacustomer.org,1786 Salinas Place,"",Nam Ha,Nam Dinh,Vietnam,66546,206060652238,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
378,378,Eugene,Culpepper,eugene.culpepper@sakilacustomer.org,686 Donostia-San Sebastin Lane,"",Guangdong,Shenzhen,China,97390,71857599858,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
379,379,Carlos,Coughlin,carlos.coughlin@sakilacustomer.org,97 Mogiljov Lane,"",Gujarat,Bhavnagar,India,89294,924815207181,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
380,380,Russell,Brinson,russell.brinson@sakilacustomer.org,1642 Charlotte Amalie Drive,"",Slaskie,Tychy,Poland,75442,821476736117,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
381,381,Bobby,Boudreau,bobby.boudreau@sakilacustomer.org,1368 Maracabo Boulevard,"","",South Hill,Anguilla,32716,934352415130,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
382,382,Victor,Barkley,victor.barkley@sakilacustomer.org,401 Sucre Boulevard,"",New Hampshire,Manchester,United States,25007,486395999608,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
383,383,Martin,Bales,martin.bales@sakilacustomer.org,368 Hunuco Boulevard,"",Namibe,Namibe,Angola,17165,106439158941,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
384,384,Ernest,Stepp,ernest.stepp@sakilacustomer.org,500 Lincoln Parkway,"",Jiangsu,Huaian,China,95509,550306965159,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
385,385,Phillip,Holm,phillip.holm@sakilacustomer.org,102 Chapra Drive,"",Ibaragi,Tama,Japan,14073,776031833752,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
386,386,Todd,Tan,todd.tan@sakilacustomer.org,1793 Meixian Place,"",Hmelnytskyi,Kamjanets-Podilskyi,Ukraine,33535,619966287415,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
387,387,Jesse,Schilling,jesse.schilling@sakilacustomer.org,514 Ife Way,"",Shaba,Lubumbashi,"Congo, The Democratic Republic of the",69973,900235712074,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
388,388,Craig,Morrell,craig.morrell@sakilacustomer.org,717 Changzhou Lane,"",Southern Tagalog,Cavite,Philippines,21615,426255288071,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
389,389,Alan,Kahn,alan.kahn@sakilacustomer.org,753 Ilorin Avenue,"",Sichuan,Emeishan,China,3656,464511145118,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
390,390,Shawn,Heaton,shawn.heaton@sakilacustomer.org,1337 Mit Ghamr Avenue,"",Nakhon Sawan,Nakhon Sawan,Thailand,29810,175283210378,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
391,391,Clarence,Gamez,clarence.gamez@sakilacustomer.org,767 Pyongyang Drive,"",Osaka,Izumisano,Japan,83536,667736124769,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
392,392,Sean,Douglass,sean.douglass@sakilacustomer.org,614 Pak Kret Street,"",Addis Abeba,Addis Abeba,Ethiopia,27796,47808359842,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
393,393,Philip,Causey,philip.causey@sakilacustomer.org,954 Lapu-Lapu Way,"",Moskova,Korolev,Russian Federation,8816,737229003916,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
394,394,Chris,Brothers,chris.brothers@sakilacustomer.org,331 Bydgoszcz Parkway,"",Asturia,Gijn,Spain,966,537374465982,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
395,395,Johnny,Turpin,johnny.turpin@sakilacustomer.org,1152 Citrus Heights Manor,"",al-Qadarif,al-Qadarif,Sudan,5239,765957414528,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
396,396,Earl,Shanks,earl.shanks@sakilacustomer.org,168 Cianjur Manor,"",Saitama,Iwatsuki,Japan,73824,679095087143,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
397,397,Jimmy,Schrader,jimmy.schrader@sakilacustomer.org,616 Hagonoy Avenue,"",Krasnojarsk,Atinsk,Russian Federation,46043,604177838256,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
398,398,Antonio,Meek,antonio.meek@sakilacustomer.org,1190 0 Place,"",Rio Grande do Sul,Bag,Brazil,10417,841876514789,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
399,399,Danny,Isom,danny.isom@sakilacustomer.org,734 Bchar Place,"",Punjab,Okara,Pakistan,30586,280578750435,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
400,400,Bryan,Hardison,bryan.hardison@sakilacustomer.org,530 Lausanne Lane,"",Texas,Dallas,United States,11067,775235029633,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
401,401,Tony,Carranza,tony.carranza@sakilacustomer.org,454 Patiala Lane,"",Fukushima,Koriyama,Japan,13496,794553031307,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
402,402,Luis,Yanez,luis.yanez@sakilacustomer.org,1346 Mysore Drive,"",Bretagne,Brest,France,61507,516647474029,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
403,403,Mike,Way,mike.way@sakilacustomer.org,990 Etawah Loop,"",Tamil Nadu,Valparai,India,79940,206169448769,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
404,404,Stanley,Scroggins,stanley.scroggins@sakilacustomer.org,1266 Laredo Parkway,"",Saitama,Omiya,Japan,7664,1483365694,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
405,405,Leonard,Schofield,leonard.schofield@sakilacustomer.org,88 Nagaon Manor,"",Buenos Aires,Tandil,Argentina,86868,779461480495,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
406,406,Nathan,Runyon,nathan.runyon@sakilacustomer.org,264 Bhimavaram Manor,"",St Thomas,Charlotte Amalie,"Virgin Islands, U.S.",54749,302526949177,0,2006-02-14 00:00:00,2023-08-16,2023-08-16
407,407,Dale,Ratcliff,dale.ratcliff@sakilacustomer.org,1639 Saarbrcken Drive,"",North West,Rustenburg,South Africa,9827,328494873422,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
408,408,Manuel,Murrell,manuel.murrell@sakilacustomer.org,692 Amroha Drive,"",Northern,Jaffna,Sri Lanka,35575,359478883004,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
409,409,Rodney,Moeller,rodney.moeller@sakilacustomer.org,1936 Lapu-Lapu Parkway,"",Bauchi & Gombe,Deba Habe,Nigeria,7122,653436985797,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
410,410,Curtis,Irby,curtis.irby@sakilacustomer.org,432 Garden Grove Street,"",Ontario,Richmond Hill,Canada,65630,615964523510,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
411,411,Norman,Currier,norman.currier@sakilacustomer.org,1445 Carmen Parkway,"",West Java,Cianjur,Indonesia,70809,598912394463,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
412,412,Allen,Butterfield,allen.butterfield@sakilacustomer.org,791 Salinas Street,"",Punjab,Hoshiarpur,India,40509,129953030512,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
413,413,Marvin,Yee,marvin.yee@sakilacustomer.org,126 Acua Parkway,"",West Bengali,Berhampore (Baharampur),India,58888,480039662421,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
414,414,Vincent,Ralston,vincent.ralston@sakilacustomer.org,397 Sunnyvale Avenue,"",Guanajuato,Allende,Mexico,55566,680851640676,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
415,415,Glenn,Pullen,glenn.pullen@sakilacustomer.org,992 Klerksdorp Loop,"",Utrecht,Amersfoort,Netherlands,33711,855290087237,1,2006-02-14 00:00:00,2023-08-16,2023-08-16
